WORD,LINK
вперед,вперед/common_voice_ru_21784173.opus
вперед,вперед/common_voice_ru_19183790.opus
вперед,вперед/common_voice_ru_18923327.opus
вперед,вперед/common_voice_ru_20394471.opus
вперед,вперед/common_voice_ru_19574239.opus
назад,назад/common_voice_ru_21551358.opus
назад,назад/common_voice_ru_19826770.opus
назад,назад/common_voice_ru_18929458.opus
назад,назад/common_voice_ru_19351567.opus
назад,назад/common_voice_ru_18933237.opus
принять,принять/common_voice_ru_18919267.opus
принять,принять/common_voice_ru_18934317.opus
принять,принять/common_voice_ru_19142486.opus
принять,принять/common_voice_ru_21553356.opus
принять,принять/common_voice_ru_19563344.opus
пожалуйста,пожалуйста/common_voice_ru_18922502.opus
пожалуйста,пожалуйста/common_voice_ru_18912903.opus
пожалуйста,пожалуйста/common_voice_ru_18879254.opus
пожалуйста,пожалуйста/common_voice_ru_18939010.opus
пожалуйста,пожалуйста/common_voice_ru_20365262.opus
спасибо,спасибо/common_voice_ru_18933423.opus
спасибо,спасибо/common_voice_ru_18956470.opus
спасибо,спасибо/common_voice_ru_18999738.opus
спасибо,спасибо/common_voice_ru_19156673.opus
спасибо,спасибо/common_voice_ru_19156758.opus
хорошо,хорошо/common_voice_ru_18849119.opus
хорошо,хорошо/common_voice_ru_19573931.opus
хорошо,хорошо/common_voice_ru_20826290.opus
хорошо,хорошо/common_voice_ru_19826807.opus
хорошо,хорошо/common_voice_ru_18926512.opus
всегда,всегда/common_voice_ru_18964241.opus
всегда,всегда/common_voice_ru_18927789.opus
всегда,всегда/common_voice_ru_20365423.opus
всегда,всегда/common_voice_ru_21860765.opus
всегда,всегда/common_voice_ru_19013796.opus
внимание,внимание/common_voice_ru_18940654.opus
внимание,внимание/common_voice_ru_21419257.opus
внимание,внимание/common_voice_ru_18849568.opus
внимание,внимание/common_voice_ru_19540882.opus
внимание,внимание/common_voice_ru_18916048.opus
продолжать,продолжать/common_voice_ru_19324725.opus
продолжать,продолжать/common_voice_ru_20984706.opus
продолжать,продолжать/common_voice_ru_18968761.opus
продолжать,продолжать/common_voice_ru_21901677.opus
продолжать,продолжать/common_voice_ru_20572400.opus
больше,больше/common_voice_ru_19306797.opus
больше,больше/common_voice_ru_19288469.opus
больше,больше/common_voice_ru_21554259.opus
больше,больше/common_voice_ru_19019742.opus
больше,больше/common_voice_ru_18949084.opus
